dates,diamonds,butter,cars,cucumber,bananas
2001-04-17,0.8170706385335935,-0.35538144339901034,-0.49910851491764774,1.322406614966973,-0.2170446226737834
2001-04-18,0.8160709748857955,-0.3564078646086869,-0.511999950716936,1.3318436853417386,-0.21589522042129147
2001-04-19,0.8119215723718214,-0.3563810884889317,-0.5091727576578143,1.3304002254966991,-0.21605408970703446
2001-04-20,0.8140772108728221,-0.36299890926324213,-0.5086461435975281,1.3298695444674866,-0.21467575164761574
2001-04-23,0.8164334458490423,-0.36379620450186717,-0.5124065773419864,1.3346318202928635,-0.21347276181742147
2001-04-24,0.8146175247080898,-0.36218590277371787,-0.516833067330291,1.3353646325372652,-0.21350286688303596
2001-04-25,0.8089460614803367,-0.36153089119294873,-0.532108763824161,1.3310317509651721,-0.21598637376311344
2001-04-26,0.8085998117513716,-0.3596105974900938,-0.5303681660338997,1.3251567227157448,-0.21585478340633582
2001-04-27,0.7936322977747239,-0.3606731555080935,-0.5287471721173251,1.322632148303828,-0.21321756605496334
2001-04-30,0.796917745004771,-0.36561937343070955,-0.527824511865076,-1.373509756303498,-0.21296876479755475
2001-05-01,0.7891497293228531,-0.37555629400195817,-0.5310836972624576,-1.3743189145855783,-0.21286536922609692
2001-05-02,0.7944325504438069,-0.3763123521848609,-0.5323072201784866,-1.3852408678187045,0.21241248236416443
2001-05-03,0.7984172534584816,-0.3745983911981902,-0.5252794213622517,-1.3994475232049717,-0.21450225745964474
2001-05-04,0.7917648928440914,-0.3750483960858625,-0.5349385220988201,-1.3966167158638836,-0.21439473602277911
2001-05-07,0.7958089103809918,-0.37469943596027494,-0.5209436413748827,1.3925442800524364,-0.21618218559694
2001-05-08,0.7907767740145593,-0.36969074381779066,-0.5211781284509251,-1.405023849042116,-0.22492252921735745
2001-05-09,-0.7919274978075861,-0.37651424369727293,-0.5236156153398844,-1.4023590412128453,-0.2279227868651109
2001-05-10,0.802145173572437,-0.37641748403290204,-0.514821953050764,-1.4045872033718354,-0.22692811329764048
2001-05-11,0.7995904586974381,-0.37616046122042013,-0.5193531363501689,-1.4121223455022334,-0.22056639617600313
2001-05-14,-0.8051889965559869,-0.37551670562864675,-0.5192599355976902,1.4014250488696465,-0.22607386106192173
2001-05-15,-0.8023018648631407,-0.3754955263562858,-0.5049681408039446,1.440917702636062,-0.22808555225070995
2001-05-16,-0.7976787501047754,-0.37290711965850987,-0.5026359491214009,1.443700542147964,-0.2270371343017591
2001-05-17,-0.8057073480842853,-0.37326739458750313,-0.5002501250625331,1.446442065698266,-0.23127359795424687
2001-05-18,-0.8087846521868586,-0.3722852356822009,-0.4871655775356693,1.4534146813563167,-0.2352199983993236
2001-05-21,-0.8138172932059393,-0.37165259148687013,-0.470418615667217,1.5093621765783016,-0.23724020591833583
2001-05-22,-0.8119333477366177,-0.37652737482595033,-0.4729331464847875,1.4985869367587354,-0.23794062692005147
2001-05-23,-0.8181739204749837,-0.37622722371841133,-0.4752104626698914,1.4997915434622076,-0.2385020186600841
2001-05-24,-0.8370630857432673,-0.3766300691876349,-0.4752280095452969,1.4948501429547765,-0.24469762273068918
2001-05-25,-0.8326943121676179,-0.37313289970830066,-0.47602853529666356,1.4789097248917935,-0.24417581913968658
2001-05-28,-0.827905917096932,-0.3731952560647578,-0.4549997409914713,1.4772563695722944,-0.2500497961239732
2001-05-29,-0.8275452419609894,-0.373210252234148,-0.4523486731723,1.47795320234891,-0.24874166614899793
2001-05-30,-0.8278718709930446,-0.3767492368796639,-0.4494078834147222,1.4757949375107304,-0.24876106012937155
2001-05-31,-0.8259778838974016,-0.37579777588809815,-0.44334268925095205,1.4731583093457004,-0.2484805897511373
2001-06-01,-0.8254408151398335,-0.3720381757124842,-0.4385068740478962,1.4336110913281364,-0.249971684498832
2001-06-04,-0.8225024882434319,-0.389362196955505,-0.4386587284094698,1.409954880403347,-0.24618595858870532
2001-06-05,-0.7931446235474368,-0.38877839313285567,-0.4404036563934282,1.4084325436371863,-0.24660990442666755
2001-06-06,-0.7976249545985712,-0.38827120213151917,-0.43861058193747604,1.3938436354352883,-0.25051922245906927
2001-06-07,-0.8001088222002306,-0.3837549442789856,-0.42840438779741086,1.4172312258961193,-0.2543058918557832
2001-06-08,-0.7997471918854037,-0.3806623524933383,-0.4278233915967716,1.4175216654737115,-0.2542359826324268
2001-06-11,-0.8032864449931911,-0.38078519682735074,-0.4281997551905626,1.4176113961426522,-0.25360033074982447
2001-06-12,-0.8142898597794694,-0.38965019129843415,-0.4278271503216598,1.4289958158571126,-0.25305192708802854
2001-06-13,-0.80962742551603,-0.38893347414428203,-0.42949743720540456,1.4398344354701758,-0.2490871878685166
2001-06-14,-0.8124997048341434,-0.39622534243804236,-0.3971416839248371,1.4614370767770515,-0.24703484949043952
2001-06-15,-0.8357296252032986,-0.39734528792977053,-0.39870275407559264,1.463695906726843,-0.24346892598044967
2001-06-18,-0.8298755186721992,-0.4099721234788074,-0.3981961794136462,1.4802150079640972,-0.2383583815544265
2001-06-19,-0.8299792707795932,-0.41016005849927273,-0.39684348841155076,1.480974502091231,-0.23796964242378035
2001-06-20,-0.8093163446551505,-0.4100809019127599,-0.3983290568147637,1.4795198305156119,-0.24033211929334486
2001-06-21,-0.8089942383837762,-0.4080763904839751,-0.39760334520484036,1.4813546878234596,-0.23963157037326016
2001-06-22,-0.8103477604048265,-0.40889102713003384,-0.39112742153806707,1.4749727800894832,-0.23995639102477212
2001-06-25,-0.8141246916105349,-0.43227932719931594,-0.39442229692736874,1.4903179307984857,-0.24097769393425106
2001-06-26,-0.8138703889209086,-0.43224556592722463,-0.3937984006593911,1.4909223855602862,-0.24176903171208994
2001-06-27,-0.8168626173908595,0.43532607687571845,-0.3878739594372404,1.487355999187645,0.24076450428016727
2001-06-28,-0.8169400274037393,0.4342055971404933,-0.387682815865024,-1.4844361898586538,0.2403613381739192
2001-06-29,-0.8117420615158282,-0.43064477131611456,-0.3877422628328929,-1.483105037595038,0.23809075706420046
2001-07-02,-0.818112038229237,-0.4309811979307003,-0.3872077869867363,-1.5204312311240837,-0.2381264706190683
2001-07-03,-0.8193537328301411,0.4310186273560926,-0.3880969770189016,-1.5137482301361043,0.2361299247744512
2001-07-04,-0.8188733984048009,0.4298663644008233,-0.3779988184622118,-1.5290573501811067,-0.23462097905099835
2001-07-05,-0.8222847318410463,0.428535909663875,-0.35886792146194235,-1.5289268808005068,-0.23429300893327806
2001-07-06,-0.8275730130671737,-0.4221865592843373,-0.3551403293566878,-1.5231643085286222,-0.23694213170848585
2001-07-09,-0.8283383841753957,-0.4316793877681644,-0.3547579765389258,1.509706153122445,-0.2361990172190939
2001-07-10,-0.8384324176296051,-0.4273125799138599,-0.3533898972378536,-1.5037457969224375,-0.23472368340003705
2001-07-11,-0.8387697532904369,-0.4273165202604213,-0.3497221005782649,-1.5029049168047228,-0.23469032556523634
2001-07-12,-0.8339851389342285,-0.42622520564623123,-0.3491568180203906,-1.5157936712208426,-0.2360975036519854
2001-07-13,-0.812662812352261,-0.4264018591132919,0.3489983042923802,-1.5057526116316153,-0.23552866123927357
2001-07-16,-0.8107777940528227,-0.4320278020840909,0.3487584457539474,-1.4888009294523035,-0.23485894119029035
2001-07-17,-0.8171096431446974,-0.43446517086567404,0.3479077318690851,-1.4857660131036805,-0.23419255767371722
2001-07-18,-0.8269380942124154,-0.4328030730954054,-0.34077631126724517,-1.4822364146892226,-0.23561042295266962
2001-07-19,-0.8276537918690717,-0.43847753372616044,-0.3407813174683098,-1.4831751807020028,-0.2342770435142832
2001-07-20,-0.8267043664211351,-0.43992434444530126,-0.3352352473810033,-1.4831751807020053,0.2312321502353557
2001-07-23,-0.824560357264418,-0.4390743493514083,-0.3168619661950273,-1.4788094614701413,0.23127561432994478
2001-07-24,-0.8341882350416235,-0.43953980327690784,-0.31252281438778806,-1.48127342695849,0.22771580444986902
2001-07-25,-0.8197120603143269,-0.43823772051507426,-0.31235687938678136,-1.4845163365976473,0.22772502122081234
2001-07-26,-0.8170777298656076,-0.44173420642547434,-0.3101753833066512,-1.4958331769460818,0.22767721362771948
2001-07-27,-0.8164010675900228,-0.439889824211766,-0.3104399986784028,-1.4662126150835975,0.23142955876112883
2001-07-30,-0.8124147025207833,-0.44009425469353486,-0.3097486950508662,-1.489699333637484,0.23051141085872734
2001-07-31,-0.8123632314406549,-0.4415708279093246,-0.31043770997428394,-1.4797174269951485,0.2282854253919492
2001-08-01,-0.8130202214892034,-0.43861505412316537,-0.31079087296154967,-1.4791620908370438,0.22794479527698913
2001-08-02,-0.809277120366152,-0.4400641258878985,-0.3082313558906102,-1.482513295614135,0.22668136383288812
2001-08-03,-0.806883350126775,-0.4400076776729486,-0.3018280322869217,-1.4774369352744343,0.22585785352009155
2001-08-06,-0.8088341231265969,-0.4550946733793784,-0.2984268471371042,-1.4674086978556575,0.21982145377458356
2001-08-07,-0.8081534387855221,-0.4544545257891765,-0.2959860154789187,-1.4674797974868723,0.21897000923392754
2001-08-08,-0.8105859917101965,-0.45443181385573367,-0.29409501838623386,-1.481338434580562,0.2206521341714184
2001-08-09,-0.8370751094337685,-0.4620815542627665,-0.2951419663694748,-1.4443449128948256,0.17418798091705676
2001-08-10,-0.8384156204643771,-0.45584817862174687,-0.2952628622026241,-1.4721235591730852,0.173409540157075
2001-08-13,-0.8378445286865484,-0.4347549956446698,-0.2963187344491883,-1.4781324089552008,0.17605865457593234
2001-08-14,-0.8277816691272343,0.41795944229494436,-0.2934993473046603,-1.4800010028490422,0.16523903865530054
2001-08-15,-0.8243566479882327,0.4127591142788071,-0.2933199045429515,-1.4982269611287193,0.16435006268768493
2001-08-16,-0.8258959047135891,0.41272132149926827,0.28904402154979086,-1.5045216761879365,0.15625800957273833
2001-08-17,-0.8241598071573368,0.41416770015125903,-0.28750319242621974,-1.51590861450593,0.1525914451681824
2001-08-20,-0.8203351597935999,0.40183524159336836,0.2836022635577212,-1.5161455498151069,0.14989859885218404
2001-08-21,-0.8240828451911253,0.4020596719095854,0.2835365930008697,-1.4713632598137263,0.14783073677859634
2001-08-22,-0.8204580172579644,0.3790913451254709,0.28250349383677564,-1.4814034507622156,0.14214855635060478
2001-08-23,-0.8201003657597389,0.3786145714748291,-0.2831441723314427,-1.4915375308979042,0.14226590936675784
2001-08-24,-0.8176718749615093,0.37577975935754077,-0.283064586194522,-1.4659116885319214,0.1423928014839409
2001-08-27,-0.8157597388232768,0.35988852955496675,-0.282516143049578,-1.4710305016909306,0.14116440407761294
2001-08-28,-0.7884429936490011,0.3490864778879853,-0.28309667351180967,-1.486499597926847,0.14072194164540364
2001-08-29,-0.7837910108396985,0.3485913449236995,-0.2830995663300041,-1.4865242337142626,0.14087237984327658
2001-08-30,-0.7802531756478872,0.34886378075335756,0.2755620433285973,-1.4853299878036383,0.13661898653800467
2001-08-31,-0.7970769626804165,0.3503180145913483,0.27444844090245846,-1.4849107167290179,0.13601853256669377
2001-09-03,-0.7951608091470103,0.34989762312370276,0.2744666650774317,-1.4800771909985875,0.1365823290634264
2001-09-04,-0.7916993826702577,-0.3477940046036837,0.27310415016261363,-1.4651436697469604,0.1357661989325397
2001-09-05,-0.7917294061480408,-0.3472613700428757,0.2727471490547089,-1.4645543109028478,0.13637911401715577
2001-09-06,-0.7967968134800152,-0.3468121347082361,0.26711660880568067,-1.4658880634029763,0.13388145691986367
2001-09-07,-0.7943395599087667,-0.34382016863487863,0.2671355841741027,-1.4583861881308646,0.13130117412662595
2001-09-10,-0.7964265187180551,-0.33861485052667284,0.26550234042177684,-1.4598322366680814,0.13163448326523858
2001-09-11,-0.7994098057603635,-0.33517592558446097,0.2620861409556895,-1.459994038856541,0.13160337691777504
2001-09-12,-0.804541680680339,-0.33441980744413646,0.26201843289785176,-1.4616400058023888,0.1308593115523881
2001-09-13,-0.8041797298068672,-0.3382905023065179,-0.2622977730532526,-1.469560474413391,0.1293136330884771
2001-09-14,-0.8179013058584573,-0.3364830503042203,-0.2626178102254537,-1.4431547068260355,0.12786755391200982
2001-09-17,-0.8108076422115345,-0.3361040750106294,-0.2628563018041534,-1.442271855977669,0.11918916336723408
2001-09-18,-0.8238232925897551,0.32272484571886934,-0.26199716405796214,-1.4462484253357708,0.11923541485385561
2001-09-19,-0.8218533456133793,0.29942495263321567,-0.2600445526209384,-1.447962116987798,0.11562955842723888
2001-09-20,-0.8205626967033105,0.2994176376293472,-0.2609062189507459,-1.4763159198322158,0.11272708914064376
2001-09-21,-0.816178061576591,0.29898564932758465,-0.2615619376366021,-1.4565641828314093,0.11272174999614365
2001-09-24,-0.8124222095374194,0.2939090862854056,-0.2623988987928104,-1.4565641828314115,0.1120764449913043
2001-09-25,-0.8178435881352002,0.2964802834082361,-0.26246437099345793,-1.455656508385816,0.10296153621040706
2001-09-26,-0.817384470238748,0.296527060550457,-0.2619743541504528,-1.453459201502844,0.10306378918602992
2001-09-27,-0.8162813831028899,0.2961577739789419,-0.25926399078135515,-1.4523857183382038,0.10279526891202426
2001-09-28,-0.8195388925749503,0.29673090161148,0.259911667707365,-1.4521177189868069,0.10295804521475342
2001-10-01,-0.8164543985401546,0.29321843184005153,0.2595993113649355,1.4670501972011742,0.10294042102780496
2001-10-02,-0.8163534595003754,0.2932030045037593,0.2598291927255856,1.4706629789322747,0.10200086867553283
2001-10-03,-0.8234076248226186,0.29378137597146164,0.25774779626133293,-1.4706629789322738,0.1020782591516232
2001-10-04,-0.8243527265951835,0.2935607273798796,0.2567434965038892,1.4456830776834113,0.10209496951197233
2001-10-05,-0.822254154117961,0.2925078684468324,-0.2583976481408805,-1.4451998837202882,0.10208859729691777
2001-10-08,-0.8097787196934213,0.2904163299893536,0.2615899651904808,-1.4400120731118593,0.10138942576521538
2001-10-09,-0.8082664148156931,0.28898851990649493,0.2614780877717997,-1.4506395012528654,0.10108519815015769
2001-10-10,-0.8054937726370357,0.2882117623535469,-0.2614273662925388,1.431253892205229,0.1008794088587926
2001-10-11,-0.801254271590555,0.28675201706851794,-0.25959150900668615,-1.416025819075966,0.10017563312373529
2001-10-12,-0.8060477989732379,0.28489430731845994,-0.2594415728360521,1.4232413495843774,0.09961272292651153
2001-10-15,-0.8104832203767945,0.28368995240112427,0.2623827393549177,1.425864854156195,0.09952024025954323
2001-10-16,-0.8045750120075517,0.28229422820726335,-0.26286441135387884,1.4215132962184474,0.09941174860864481
2001-10-17,-0.8035802434030584,0.2826840355767771,-0.2638878763789095,1.4256677689821844,0.09712154930141696
2001-10-18,-0.8076003295223871,0.27969534364419735,-0.26446383244297345,1.4269691719276425,0.09713009084746665
2001-10-19,-0.8086016621719216,0.28160442682106035,-0.26543839341866,1.4630440896523393,0.09711289735698
2001-10-22,-0.8112434807411235,0.2807486358047041,-0.2626923738990329,1.4849319992817243,0.09736195964640004
2001-10-23,-0.8330762185804033,0.28061065543769065,-0.2557369455240739,1.486880768527184,0.09686684604147884
2001-10-24,0.8296835512980535,0.27906052856325747,-0.25665623103684754,1.5078274707653923,0.09459261187580502
2001-10-25,-0.8173852894031287,0.2810452849003848,-0.25856033392959793,1.5145918176416147,0.09447001710362546
2001-10-26,-0.8192552888723071,0.28159323939242303,-0.2568111423451862,1.4928333155234574,0.0943554958710245
2001-10-29,-0.821142334336786,0.2812024507359525,-0.255775297474152,1.4875913165037875,0.09426672750839295
2001-10-30,-0.8206983700400041,0.28053950044171777,-0.2559882824434601,1.4913832585367377,0.09403795434270568
2001-10-31,-0.8229764207103691,-0.2803026377283935,-0.2558357671501821,1.4888355803391318,0.09227502556729941
2001-11-01,-0.8167078633577849,-0.27948014667459753,-0.26361934950631544,1.4700685256807906,0.09242375649467734
2001-11-02,-0.8100496684625705,-0.27497966806756335,-0.26196311771890257,1.4696620425274012,0.09231018967621998
2001-11-05,-0.8120888841400661,-0.27278039004437127,-0.2571647579113065,1.4713871506615837,0.09223196717781777
2001-11-06,-0.8074249849859243,-0.2725433826218061,-0.25806863236997324,1.472610322659336,0.09144820157731619
2001-11-07,-0.8264327339505205,-0.27253989051371663,-0.24975316292809657,-1.4714620161883285,0.09146848059482966
2001-11-08,-0.8207083202240929,-0.27304076132370947,-0.2499353532088939,1.471094169986478,0.09071949559537022
2001-11-09,-0.82147889903084,0.27160203432695446,-0.25190995580295855,-1.4787706552973572,0.08977118702051216
2001-11-12,-0.8195011901480032,0.2712960099662333,-0.24976097604472278,-1.444861936077374,0.08955728456043603
2001-11-13,-0.8197126111022557,0.27104974336128845,-0.24896788011976623,1.4398613008095915,0.089454651715119
2001-11-14,-0.8192811338504824,0.27094560616077545,-0.2505552899300082,1.4411122022816445,0.08940639493863553
2001-11-15,-0.819163201656321,0.2704227000763598,-0.25055779879874335,-1.4544812183801932,0.08905446475822991
2001-11-16,-0.8161595765996242,0.27116121801544896,-0.2503426798538932,1.4601948105759746,0.08868062353221097
2001-11-19,-0.8162900856544089,0.2711465448001433,-0.25044132209668063,1.4457707084833387,0.08857438488124174
2001-11-20,-0.8170308214060247,0.2691987052339019,0.24830100895381732,1.4596082916515383,0.08831050209974597
2001-11-21,-0.8144024584368986,0.2698957712376071,0.25056984871068544,1.4750321477540764,0.08788077401842574
2001-11-22,-0.7944877085065274,0.2689614766580295,0.2568167233341512,1.4772338035141308,0.08776654254372929
2001-11-23,-0.7940187302318775,0.26875531675713554,0.2564327395167265,1.4808056245885566,-0.08698849827382558
2001-11-26,-0.7942688989158108,0.26569527499085954,0.2537754757308496,1.5119183699812853,0.08704833885817596
2001-11-27,-0.7808273886009304,0.2669516716638201,-0.2538902859918138,1.516028810448648,0.08713603326296365
